index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
29349,"[0, 80[", Self-emp-not-inc,357283,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29350,"[0, 80[", Federal-gov,280728,*,10,*,*, Own-child,*,*,0,0,32,*,<=50K
29351,"[0, 80[", Self-emp-not-inc,185039,*,9,*,*, Husband,*,*,9386,0,12,*,>50K
29352,"[0, 80[", Self-emp-inc,251240,*,14,*,*, Husband,*,*,0,0,40,*,>50K
29353,"[0, 80[", Private,143046,*,9,*,*, Wife,*,*,0,0,40,*,<=50K
29354,"[0, 80[", Private,210541,*,13,*,*, Unmarried,*,*,0,0,30,*,<=50K
29355,"[0, 80[", Private,172364,*,9,*,*, Not-in-family,*,*,0,0,48,*,<=50K
29356,"[0, 80[", Self-emp-not-inc,138611,*,9,*,*, Husband,*,*,7688,0,55,*,>50K
29357,"[0, 80[", Private,176227,*,13,*,*, Husband,*,*,0,0,40,*,>50K
29358,"[0, 80[", Private,139647,*,10,*,*, Not-in-family,*,*,0,0,40,*,>50K
29359,"[0, 80[", ?,174461,*,9,*,*, Own-child,*,*,0,0,5,*,<=50K
29360,"[0, 80[", ?,123345,*,9,*,*, Not-in-family,*,*,0,0,65,*,<=50K
29361,"[0, 80[", Private,164427,*,9,*,*, Own-child,*,*,0,0,45,*,<=50K
29362,"[0, 80[", Private,205235,*,9,*,*, Husband,*,*,0,0,60,*,>50K
29363,"[0, 80[", Self-emp-inc,192779,*,15,*,*, Husband,*,*,15024,0,60,*,>50K
29364,"[0, 80[", Private,163434,*,9,*,*, Not-in-family,*,*,0,0,50,*,<=50K
29365,"[0, 80[", Private,264055,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
29366,"[0, 80[", Private,336215,*,12,*,*, Not-in-family,*,*,0,0,25,*,<=50K
29367,"[0, 80[", Federal-gov,78307,*,13,*,*, Husband,*,*,0,0,40,*,<=50K
29368,"[0, 80[", Federal-gov,233059,*,11,*,*, Husband,*,*,0,0,40,*,<=50K
29370,"[0, 80[", Local-gov,157525,*,10,*,*, Not-in-family,*,*,0,0,48,*,<=50K
29371,"[0, 80[", Private,86065,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29372,"[0, 80[", Private,22831,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29373,"[0, 80[", Private,180181,*,14,*,*, Unmarried,*,*,0,0,40,*,<=50K
29374,"[0, 80[", Private,212617,*,13,*,*, Not-in-family,*,*,0,0,66,*,<=50K
29375,"[0, 80[", ?,125905,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
29376,"[0, 80[", Private,336793,*,13,*,*, Other-relative,*,*,0,0,40,*,<=50K
29377,"[0, 80[", Private,314649,*,9,*,*, Other-relative,*,*,0,0,40,*,<=50K
29378,"[0, 80[", Private,283969,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29379,"[0, 80[", Self-emp-not-inc,35595,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
29380,"[0, 80[", Private,410240,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29382,"[0, 80[", State-gov,294400,*,9,*,*, Husband,*,*,0,0,38,*,<=50K
29383,"[0, 80[", Private,65353,*,10,*,*, Own-child,*,*,3325,0,55,*,<=50K
29384,"[0, 80[", Private,189719,*,13,*,*, Husband,*,*,0,0,45,*,>50K
29385,"[0, 80[", Private,23438,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29386,"[0, 80[", Private,178037,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29387,"[0, 80[", Private,109815,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29388,"[0, 80[", Private,197860,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29389,"[0, 80[", Private,271933,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29390,"[0, 80[", Private,141663,*,9,*,*, Not-in-family,*,*,0,0,15,*,<=50K
29391,"[0, 80[", ?,199609,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
29392,"[0, 80[", Private,92215,*,5,*,*, Not-in-family,*,*,0,0,40,*,>50K
29393,"[0, 80[", Private,93449,*,9,*,*, Husband,*,*,0,0,60,*,<=50K
29394,"[0, 80[", Private,235393,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29395,"[0, 80[", Private,151864,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29396,"[0, 80[", Private,189277,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29397,"[0, 80[", ?,204577,*,13,*,*, Husband,*,*,0,1902,60,*,>50K
29398,"[0, 80[", Private,344572,*,9,*,*, Not-in-family,*,*,0,0,40,*,>50K
29399,"[0, 80[", Private,265356,*,10,*,*, Other-relative,*,*,0,0,40,*,<=50K
29400,"[0, 80[", Self-emp-inc,166880,*,9,*,*, Not-in-family,*,*,0,0,70,*,<=50K
29403,"[0, 80[", Private,112627,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29404,"[0, 80[", Private,125120,*,10,*,*, Unmarried,*,*,0,0,55,*,<=50K
29405,"[0, 80[", Private,60409,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29406,"[0, 80[", Private,243190,*,12,*,*, Unmarried,*,*,8614,0,40,*,>50K
29407,"[0, 80[", Private,583755,*,9,*,*, Husband,*,*,0,0,40,*,>50K
29408,"[0, 80[", Private,68089,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29409,"[0, 80[", Private,306646,*,12,*,*, Husband,*,*,0,0,50,*,>50K
29410,"[0, 80[", Private,186573,*,9,*,*, Not-in-family,*,*,0,0,46,*,<=50K
29411,"[0, 80[", Private,279580,*,13,*,*, Not-in-family,*,*,10520,0,45,*,>50K
29412,"[0, 80[", Private,437909,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29413,"[0, 80[", Private,420691,*,2,*,*, Husband,*,*,0,0,40,*,<=50K
29414,"[0, 80[", Federal-gov,94193,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29415,"[0, 80[", Private,154076,*,9,*,*, Husband,*,*,7688,0,50,*,>50K
29416,"[0, 80[", Private,145879,*,10,*,*, Husband,*,*,0,0,65,*,<=50K
29417,"[0, 80[", Private,208946,*,13,*,*, Own-child,*,*,0,0,32,*,<=50K
29419,"[0, 80[", Private,178587,*,11,*,*, Not-in-family,*,*,0,0,38,*,<=50K
29420,"[0, 80[", Private,213208,*,11,*,*, Husband,*,*,0,0,38,*,<=50K
29421,"[0, 80[", ?,139770,*,11,*,*, Wife,*,*,0,0,20,*,>50K
29422,"[0, 80[", Private,153869,*,9,*,*, Own-child,*,*,0,0,37,*,<=50K
29423,"[0, 80[", Private,88676,*,9,*,*, Own-child,*,*,0,0,35,*,<=50K
29424,"[0, 80[", Local-gov,151089,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29426,"[0, 80[", Private,30457,*,13,*,*, Husband,*,*,15024,0,40,*,>50K
29427,"[0, 80[", Self-emp-not-inc,213349,*,9,*,*, Husband,*,*,0,0,20,*,<=50K
29428,"[0, 80[", Private,192776,*,13,*,*, Husband,*,*,0,0,50,*,<=50K
29430,"[0, 80[", Private,103024,*,9,*,*, Not-in-family,*,*,0,0,42,*,>50K
29431,"[0, 80[", Federal-gov,510072,*,13,*,*, Husband,*,*,0,0,40,*,>50K
29432,"[0, 80[", Private,178615,*,12,*,*, Husband,*,*,0,0,40,*,<=50K
29433,"[0, 80[", Private,249956,*,10,*,*, Own-child,*,*,0,0,10,*,<=50K
29434,"[0, 80[", Private,177705,*,13,*,*, Not-in-family,*,*,0,0,50,*,>50K
29435,"[0, 80[", Self-emp-inc,121124,*,15,*,*, Not-in-family,*,*,0,0,50,*,>50K
29436,"[0, 80[", ?,25837,*,7,*,*, Own-child,*,*,0,0,72,*,<=50K
29437,"[0, 80[", Private,557349,*,6,*,*, Husband,*,*,0,0,40,*,<=50K
29438,"[0, 80[", Private,89735,*,9,*,*, Own-child,*,*,0,1504,40,*,<=50K
29439,"[0, 80[", Private,222548,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29440,"[0, 80[", Private,47314,*,10,*,*, Husband,*,*,0,1902,40,*,>50K
29441,"[0, 80[", Private,316359,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29443,"[0, 80[", Private,271795,*,7,*,*, Not-in-family,*,*,0,0,49,*,<=50K
29444,"[0, 80[", Private,31801,*,9,*,*, Other-relative,*,*,0,0,60,*,<=50K
29445,"[0, 80[", Private,196508,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
29446,"[0, 80[", Private,189933,*,10,*,*, Husband,*,*,0,0,84,*,<=50K
29447,"[0, 80[", ?,501172,*,10,*,*, Husband,*,*,0,419,20,*,<=50K
29448,"[0, 80[", Private,361497,*,9,*,*, Not-in-family,*,*,0,0,70,*,<=50K
29449,"[0, 80[", Private,150175,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
29450,"[0, 80[", Local-gov,155106,*,11,*,*, Husband,*,*,0,0,40,*,<=50K
29451,"[0, 80[", Self-emp-not-inc,62272,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29452,"[0, 80[", Private,189916,*,10,*,*, Wife,*,*,0,0,40,*,<=50K
29453,"[0, 80[", Private,324011,*,5,*,*, Own-child,*,*,0,0,20,*,<=50K
29454,"[0, 80[", Private,105803,*,10,*,*, Husband,*,*,0,0,50,*,>50K
29455,"[0, 80[", ?,53588,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29456,"[0, 80[", Private,107998,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29458,"[0, 80[", Private,167777,*,7,*,*, Husband,*,*,0,0,35,*,<=50K
29459,"[0, 80[", Private,228860,*,10,*,*, Husband,*,*,0,1887,50,*,>50K
29460,"[0, 80[", Self-emp-inc,40666,*,15,*,*, Husband,*,*,0,0,55,*,>50K
29461,"[0, 80[", Private,277488,*,10,*,*, Husband,*,*,3103,0,40,*,>50K
29462,"[0, 80[", Local-gov,195897,*,4,*,*, Husband,*,*,0,0,40,*,<=50K
29463,"[0, 80[", Private,242984,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29464,"[0, 80[", Local-gov,236497,*,13,*,*, Husband,*,*,0,0,40,*,<=50K
29465,"[0, 80[", ?,312634,*,7,*,*, Own-child,*,*,0,0,25,*,<=50K
29466,"[0, 80[", Private,59829,*,9,*,*, Husband,*,*,0,0,25,*,<=50K
29467,"[0, 80[", Private,24292,*,13,*,*, Husband,*,*,0,0,45,*,>50K
29468,"[0, 80[", Local-gov,180407,*,13,*,*, Unmarried,*,*,0,0,42,*,<=50K
29469,"[0, 80[", Self-emp-not-inc,121238,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
29470,"[0, 80[", Private,281982,*,10,*,*, Husband,*,*,0,0,40,*,>50K
29471,"[0, 80[", Self-emp-not-inc,348739,*,15,*,*, Husband,*,*,0,0,50,*,>50K
29472,"[0, 80[", Private,194189,*,4,*,*, Husband,*,*,0,0,40,*,<=50K
29473,"[0, 80[", Private,329130,*,7,*,*, Own-child,*,*,0,0,40,*,<=50K
29474,"[0, 80[", Private,205939,*,13,*,*, Own-child,*,*,2202,0,4,*,<=50K
29475,"[0, 80[", Private,62165,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29476,"[0, 80[", Private,224361,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
29477,"[0, 80[", Private,34722,*,10,*,*, Husband,*,*,0,0,55,*,<=50K
29478,"[0, 80[", Private,175972,*,10,*,*, Wife,*,*,0,0,40,*,<=50K
29479,"[0, 80[", Self-emp-not-inc,359428,*,9,*,*, Husband,*,*,0,0,60,*,<=50K
29480,"[0, 80[", ?,138504,*,9,*,*, Unmarried,*,*,0,0,37,*,<=50K
29481,"[0, 80[", Private,268952,*,8,*,*, Own-child,*,*,0,0,20,*,<=50K
29482,"[0, 80[", Private,257978,*,11,*,*, Unmarried,*,*,0,0,40,*,<=50K
29483,"[0, 80[", Private,118799,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29484,"[0, 80[", State-gov,78356,*,14,*,*, Husband,*,*,0,0,40,*,<=50K
29485,"[0, 80[", Self-emp-not-inc,609789,*,11,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29486,"[0, 80[", Private,123157,*,9,*,*, Not-in-family,*,*,0,0,38,*,<=50K
29488,"[0, 80[", Private,162312,*,9,*,*, Not-in-family,*,*,0,0,70,*,<=50K
29489,"[0, 80[", Private,138441,*,12,*,*, Husband,*,*,0,0,55,*,<=50K
29490,"[0, 80[", Private,239753,*,9,*,*, Wife,*,*,0,2057,20,*,<=50K
29491,"[0, 80[", Private,262158,*,13,*,*, Unmarried,*,*,0,0,45,*,<=50K
29492,"[0, 80[", Self-emp-inc,133373,*,13,*,*, Not-in-family,*,*,0,0,80,*,<=50K
29493,"[0, 80[", Private,57916,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29494,"[0, 80[", State-gov,142897,*,11,*,*, Unmarried,*,*,0,0,50,*,<=50K
29495,"[0, 80[", Private,161016,*,10,*,*, Not-in-family,*,*,0,0,32,*,<=50K
29496,"[0, 80[", Private,227491,*,9,*,*, Not-in-family,*,*,0,0,25,*,<=50K
29497,"[0, 80[", Private,306790,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29498,"[0, 80[", Private,33831,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29499,"[0, 80[", Private,188972,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29500,"[0, 80[", Private,313546,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29501,"[0, 80[", Private,220585,*,9,*,*, Husband,*,*,0,0,55,*,>50K
29502,"[0, 80[", Local-gov,476599,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29503,"[0, 80[", Private,163665,*,10,*,*, Own-child,*,*,0,0,15,*,<=50K
29504,"[0, 80[", Private,306646,*,13,*,*, Husband,*,*,0,0,55,*,>50K
29505,"[0, 80[", Private,206470,*,13,*,*, Husband,*,*,0,0,40,*,<=50K
29507,"[0, 80[", State-gov,127085,*,10,*,*, Own-child,*,*,0,0,10,*,<=50K
29508,"[0, 80[", Private,152044,*,6,*,*, Own-child,*,*,0,0,3,*,<=50K
29509,"[0, 80[", Private,111387,*,6,*,*, Own-child,*,*,0,0,40,*,<=50K
29510,"[0, 80[", Private,102318,*,10,*,*, Husband,*,*,0,1887,40,*,>50K
29511,"[0, 80[", Private,213692,*,10,*,*, Own-child,*,*,0,0,45,*,<=50K
29512,"[0, 80[", Private,163665,*,9,*,*, Not-in-family,*,*,0,0,32,*,<=50K
29513,"[0, 80[", Private,30529,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29514,"[0, 80[", Private,290226,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29515,"[0, 80[", Private,182136,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29516,"[0, 80[", Private,73266,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
29517,"[0, 80[", State-gov,60412,*,10,*,*, Own-child,*,*,0,0,15,*,<=50K
29518,"[0, 80[", Private,187891,*,7,*,*, Husband,*,*,0,0,40,*,<=50K
29519,"[0, 80[", Private,194304,*,10,*,*, Not-in-family,*,*,0,0,55,*,<=50K
29520,"[0, 80[", Private,160910,*,10,*,*, Husband,*,*,0,0,50,*,<=50K
29521,"[0, 80[", Private,148300,*,10,*,*, Own-child,*,*,0,0,35,*,<=50K
29522,"[0, 80[", Private,165743,*,10,*,*, Husband,*,*,0,0,45,*,>50K
29523,"[0, 80[", Private,123174,*,16,*,*, Husband,*,*,0,0,37,*,>50K
29524,"[0, 80[", Private,184018,*,12,*,*, Husband,*,*,0,0,50,*,<=50K
29525,"[0, 80[", Federal-gov,188069,*,10,*,*, Husband,*,*,0,0,40,*,>50K
29526,"[0, 80[", Private,138852,*,9,*,*, Husband,*,*,7298,0,40,*,>50K
29527,"[0, 80[", ?,78529,*,6,*,*, Unmarried,*,*,0,0,12,*,<=50K
29528,"[0, 80[", Private,164441,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29529,"[0, 80[", Private,199419,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29530,"[0, 80[", Private,181342,*,9,*,*, Wife,*,*,0,0,40,*,<=50K
29531,"[0, 80[", Private,173382,*,12,*,*, Unmarried,*,*,0,0,40,*,<=50K
29532,"[0, 80[", Private,184924,*,5,*,*, Own-child,*,*,0,1719,15,*,<=50K
29533,"[0, 80[", Private,215384,*,7,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29534,"[0, 80[", State-gov,424094,*,16,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29535,"[0, 80[", Federal-gov,212120,*,11,*,*, Husband,*,*,0,0,40,*,>50K
29536,"[0, 80[", Private,185764,*,10,*,*, Husband,*,*,0,0,60,*,<=50K
29537,"[0, 80[", Local-gov,133969,*,14,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29538,"[0, 80[", Private,32616,*,10,*,*, Not-in-family,*,*,0,0,30,*,<=50K
29539,"[0, 80[", Private,149210,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29540,"[0, 80[", Private,161210,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
29542,"[0, 80[", Private,282069,*,10,*,*, Unmarried,*,*,0,0,42,*,<=50K
29543,"[0, 80[", Private,97508,*,9,*,*, Own-child,*,*,0,0,50,*,<=50K
29544,"[0, 80[", Private,356823,*,13,*,*, Not-in-family,*,*,10520,0,45,*,>50K
29545,"[0, 80[", Private,171133,*,11,*,*, Own-child,*,*,0,0,40,*,<=50K
29546,"[0, 80[", Private,231638,*,10,*,*, Unmarried,*,*,0,0,24,*,<=50K
29547,"[0, 80[", Private,191342,*,13,*,*, Husband,*,*,0,0,40,*,>50K
29548,"[0, 80[", Private,226497,*,10,*,*, Husband,*,*,0,0,45,*,>50K
29549,"[0, 80[", Self-emp-not-inc,373606,*,10,*,*, Unmarried,*,*,0,0,65,*,>50K
29550,"[0, 80[", Private,39150,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29551,"[0, 80[", Private,288840,*,9,*,*, Unmarried,*,*,0,0,38,*,<=50K
29552,"[0, 80[", Private,293703,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
29553,"[0, 80[", Private,79586,*,13,*,*, Husband,*,*,0,0,40,*,>50K
29554,"[0, 80[", Self-emp-not-inc,82098,*,10,*,*, Husband,*,*,0,0,65,*,<=50K
29555,"[0, 80[", Private,245372,*,13,*,*, Husband,*,*,7688,0,45,*,>50K
29556,"[0, 80[", Private,78261,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29557,"[0, 80[", Private,355996,*,6,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29560,"[0, 80[", Federal-gov,34218,*,13,*,*, Husband,*,*,7298,0,50,*,>50K
29561,"[0, 80[", Private,248895,*,9,*,*, Husband,*,*,0,0,45,*,<=50K
29562,"[0, 80[", Private,363707,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29563,"[0, 80[", Private,272411,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29564,"[0, 80[", Private,128033,*,10,*,*, Husband,*,*,0,0,60,*,<=50K
29565,"[0, 80[", Private,177287,*,9,*,*, Not-in-family,*,*,0,0,38,*,<=50K
29566,"[0, 80[", Private,197344,*,9,*,*, Not-in-family,*,*,0,0,50,*,<=50K
29567,"[0, 80[", Private,285858,*,13,*,*, Husband,*,*,0,0,40,*,>50K
29568,"[0, 80[", Self-emp-inc,193868,*,9,*,*, Not-in-family,*,*,0,0,50,*,<=50K
29569,"[0, 80[", Private,232082,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29570,"[0, 80[", Private,27408,*,9,*,*, Unmarried,*,*,0,0,50,*,<=50K
29571,"[0, 80[", Private,247043,*,7,*,*, Husband,*,*,0,0,42,*,<=50K
29572,"[0, 80[", Local-gov,162404,*,9,*,*, Not-in-family,*,*,2174,0,40,*,<=50K
29574,"[0, 80[", Local-gov,179285,*,9,*,*, Husband,*,*,3432,0,20,*,<=50K
29575,"[0, 80[", Private,30433,*,13,*,*, Not-in-family,*,*,0,0,35,*,<=50K
29576,"[0, 80[", Self-emp-not-inc,102771,*,13,*,*, Husband,*,*,0,0,40,*,>50K
29577,"[0, 80[", Self-emp-not-inc,221172,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29578,"[0, 80[", Private,108116,*,13,*,*, Husband,*,*,0,1902,60,*,>50K
29579,"[0, 80[", Private,375499,*,6,*,*, Not-in-family,*,*,0,0,20,*,<=50K
29580,"[0, 80[", Private,178688,*,11,*,*, Other-relative,*,*,0,0,40,*,<=50K
29581,"[0, 80[", Private,276709,*,10,*,*, Other-relative,*,*,0,0,40,*,<=50K
29582,"[0, 80[", ?,238087,*,10,*,*, Own-child,*,*,0,0,30,*,<=50K
29583,"[0, 80[", Private,84790,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
29584,"[0, 80[", State-gov,37482,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
29585,"[0, 80[", State-gov,178686,*,13,*,*, Husband,*,*,0,0,38,*,>50K
29586,"[0, 80[", ?,153926,*,9,*,*, Wife,*,*,0,0,40,*,<=50K
29587,"[0, 80[", Private,110748,*,13,*,*, Husband,*,*,0,1887,40,*,>50K
29588,"[0, 80[", Private,116613,*,10,*,*, Own-child,*,*,0,0,24,*,<=50K
29589,"[0, 80[", Private,108687,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
29590,"[0, 80[", Private,365739,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29591,"[0, 80[", Private,195284,*,16,*,*, Not-in-family,*,*,0,0,60,*,>50K
29592,"[0, 80[", Private,125933,*,13,*,*, Husband,*,*,0,0,40,*,>50K
29593,"[0, 80[", Private,140854,*,13,*,*, Husband,*,*,0,0,50,*,>50K
29595,"[0, 80[", Private,46870,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29596,"[0, 80[", Private,351324,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
29597,"[0, 80[", Self-emp-not-inc,189265,*,12,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29598,"[0, 80[", Private,236564,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29599,"[0, 80[", Federal-gov,557644,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29600,"[0, 80[", Private,374454,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
29601,"[0, 80[", ?,160654,*,9,*,*, Husband,*,*,0,0,20,*,<=50K
29602,"[0, 80[", Private,122775,*,9,*,*, Own-child,*,*,0,0,35,*,<=50K
29603,"[0, 80[", Private,214413,*,7,*,*, Unmarried,*,*,6497,0,48,*,<=50K
29604,"[0, 80[", Private,329425,*,10,*,*, Own-child,*,*,0,0,48,*,<=50K
29606,"[0, 80[", Private,241951,*,9,*,*, Not-in-family,*,*,0,0,45,*,<=50K
29607,"[0, 80[", Private,130143,*,9,*,*, Husband,*,*,0,0,48,*,<=50K
29609,"[0, 80[", Self-emp-inc,130126,*,10,*,*, Husband,*,*,15024,0,45,*,>50K
29610,"[0, 80[", Private,399387,*,4,*,*, Unmarried,*,*,0,0,15,*,<=50K
29611,"[0, 80[", Private,163814,*,6,*,*, Husband,*,*,0,0,40,*,<=50K
29612,"[0, 80[", Private,69586,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29613,"[0, 80[", Private,237903,*,13,*,*, Unmarried,*,*,0,0,40,*,<=50K
29615,"[0, 80[", Private,243165,*,13,*,*, Unmarried,*,*,0,0,40,*,<=50K
29616,"[0, 80[", State-gov,173806,*,14,*,*, Not-in-family,*,*,0,0,30,*,<=50K
29617,"[0, 80[", Self-emp-not-inc,65308,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
29618,"[0, 80[", Private,408531,*,9,*,*, Unmarried,*,*,0,0,40,*,>50K
29619,"[0, 80[", Private,235786,*,10,*,*, Husband,*,*,7298,0,45,*,>50K
29620,"[0, 80[", Private,314963,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
29621,"[0, 80[", Private,81206,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29622,"[0, 80[", Federal-gov,293196,*,10,*,*, Husband,*,*,0,0,40,*,>50K
29624,"[0, 80[", Local-gov,45474,*,13,*,*, Husband,*,*,0,0,60,*,<=50K
29625,"[0, 80[", Private,372728,*,13,*,*, Not-in-family,*,*,0,0,24,*,<=50K
29626,"[0, 80[", Federal-gov,116394,*,13,*,*, Husband,*,*,0,0,50,*,>50K
29627,"[0, 80[", Self-emp-not-inc,34180,*,9,*,*, Not-in-family,*,*,0,0,70,*,>50K
29628,"[0, 80[", Private,327589,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29629,"[0, 80[", Private,706180,*,13,*,*, Unmarried,*,*,0,0,40,*,<=50K
29630,"[0, 80[", Private,32550,*,6,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29631,"[0, 80[", Private,173858,*,15,*,*, Husband,*,*,0,0,40,*,<=50K
29632,"[0, 80[", Self-emp-inc,230095,*,11,*,*, Own-child,*,*,0,0,40,*,<=50K
29633,"[0, 80[", Private,139012,*,11,*,*, Other-relative,*,*,2463,0,40,*,<=50K
29634,"[0, 80[", Private,174711,*,9,*,*, Not-in-family,*,*,0,0,32,*,<=50K
29635,"[0, 80[", Private,171150,*,13,*,*, Husband,*,*,99999,0,60,*,>50K
29636,"[0, 80[", Self-emp-inc,77689,*,13,*,*, Husband,*,*,7688,0,50,*,>50K
29637,"[0, 80[", Private,193898,*,13,*,*, Not-in-family,*,*,0,0,52,*,<=50K
29638,"[0, 80[", Private,195000,*,13,*,*, Husband,*,*,7298,0,45,*,>50K
29639,"[0, 80[", Private,303121,*,10,*,*, Own-child,*,*,0,0,30,*,<=50K
29640,"[0, 80[", Self-emp-not-inc,188540,*,5,*,*, Husband,*,*,0,0,50,*,<=50K
29641,"[0, 80[", Private,158656,*,12,*,*, Unmarried,*,*,0,0,36,*,<=50K
29642,"[0, 80[", Self-emp-inc,204196,*,13,*,*, Unmarried,*,*,0,0,50,*,>50K
29643,"[0, 80[", Private,183802,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
29644,"[0, 80[", Private,148995,*,9,*,*, Husband,*,*,0,0,40,*,>50K
29645,"[0, 80[", Private,190903,*,7,*,*, Wife,*,*,0,0,20,*,<=50K
29646,"[0, 80[", State-gov,173780,*,10,*,*, Unmarried,*,*,0,0,30,*,<=50K
29647,"[0, 80[", Private,251239,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
29648,"[0, 80[", Private,112761,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
29649,"[0, 80[", State-gov,425785,*,11,*,*, Husband,*,*,0,0,40,*,<=50K
29650,"[0, 80[", Private,197731,*,11,*,*, Unmarried,*,*,0,0,40,*,<=50K
29651,"[0, 80[", Private,119156,*,9,*,*, Own-child,*,*,0,0,50,*,<=50K
29652,"[0, 80[", Private,133819,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
29653,"[0, 80[", Private,185556,*,10,*,*, Not-in-family,*,*,0,0,12,*,>50K
29654,"[0, 80[", Private,109277,*,9,*,*, Husband,*,*,0,0,40,*,>50K
29655,"[0, 80[", Self-emp-inc,36020,*,13,*,*, Husband,*,*,0,0,50,*,>50K
29656,"[0, 80[", Private,45857,*,7,*,*, Wife,*,*,0,0,36,*,<=50K
29657,"[0, 80[", Private,184882,*,11,*,*, Husband,*,*,5178,0,50,*,>50K
