index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
26764,"[0, 40[", State-gov,200819,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26765,"[40, 80[", Local-gov,100480,Higher education,14,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
26766,"[40, 80[", Private,129513,Higher education,14,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
26768,"[0, 40[", Private,195488,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
26769,"[40, 80[", Private,153486,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,56,United-States,>50K
26770,"[40, 80[", Private,126845,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26771,"[0, 40[", Private,206974,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
26776,"[0, 40[", ?,309284,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
26779,"[0, 40[", Private,151484,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,8,United-States,<=50K
26780,"[40, 80[", Self-emp-inc,78765,Higher education,10,Spouse not present,*, Unmarried,*,Male,0,0,90,United-States,>50K
26783,"[0, 40[", Private,117606,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,60,United-States,<=50K
26784,"[0, 40[", Private,68642,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,46,United-States,<=50K
26787,"[0, 40[", Federal-gov,188246,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26789,"[0, 40[", Private,160728,Secondary education,9,Spouse not present,*, Unmarried,*,Male,2977,0,40,United-States,<=50K
26793,"[0, 40[", Private,160758,Secondary education,6,Spouse not present,*, Other-relative,*,Male,0,0,30,United-States,<=50K
26794,"[40, 80[", Private,201112,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,55,United-States,>50K
26796,"[0, 40[", Private,230246,Higher education,13,Spouse present,*, Husband,*,Male,0,0,42,United-States,>50K
26798,"[0, 40[", Private,373935,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,35,United-States,<=50K
26801,"[40, 80[", Private,178002,Secondary education,9,Spouse present,*, Wife,*,Female,0,0,40,United-States,>50K
26808,"[0, 40[", Private,117567,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
26810,"[40, 80[", State-gov,207120,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26812,"[0, 40[", Private,120238,Higher education,13,Spouse not present,*, Other-relative,*,Male,0,0,40,United-States,<=50K
26813,"[0, 40[", Private,189219,Higher education,12,Spouse not present,*, Not-in-family,*,Female,0,0,8,United-States,<=50K
26814,"[0, 40[", State-gov,190895,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26816,"[40, 80[", Private,35557,Higher education,10,Spouse present,*, Husband,*,Male,7298,0,50,United-States,>50K
26818,"[0, 40[", Private,202033,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26819,"[0, 40[", Local-gov,55658,Secondary education,6,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
26820,"[0, 40[", Private,118186,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
26824,"[0, 40[", Private,122489,Higher education,13,Spouse not present,*, Own-child,*,Female,0,1726,60,United-States,<=50K
26826,"[40, 80[", Private,34278,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
26827,"[0, 40[", Private,37778,Higher education,11,Spouse present,*, Husband,*,Male,0,0,54,United-States,<=50K
26829,"[0, 40[", Private,342458,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
26830,"[40, 80[", Private,64322,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26831,"[0, 40[", Private,373914,Secondary education,7,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26836,"[0, 40[", Private,136081,Secondary education,9,Spouse present,*, Husband,*,Male,0,2051,40,United-States,<=50K
26839,"[40, 80[", Private,206066,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26840,"[40, 80[", Self-emp-not-inc,61885,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26843,"[40, 80[", Private,239865,Secondary education,9,Spouse present,*, Husband,*,Male,0,1977,45,United-States,>50K
26848,"[40, 80[", Private,226735,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26853,"[40, 80[", Private,33109,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,1741,40,United-States,<=50K
26855,"[0, 40[", Private,231569,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,50,United-States,<=50K
26856,"[0, 40[", Private,353010,Secondary education,7,Spouse not present,*, Unmarried,*,Male,0,0,35,United-States,<=50K
26857,"[40, 80[", Private,102628,Higher education,14,Spouse present,*, Husband,*,Male,15024,0,55,United-States,>50K
26859,"[0, 40[", Private,160300,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26860,"[40, 80[", Private,156953,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26864,"[0, 40[", Private,238628,Secondary education,7,Spouse not present,*, Own-child,*,Female,0,0,5,United-States,<=50K
26865,"[40, 80[", Private,339954,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26867,"[0, 40[", Federal-gov,99893,Secondary education,7,Spouse not present,*, Not-in-family,*,Female,0,1602,40,United-States,<=50K
26868,"[0, 40[", Private,214117,Higher education,10,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,<=50K
26869,"[0, 40[", Federal-gov,298661,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
26871,"[40, 80[", Private,48343,Secondary education,9,Spouse present,*, Husband,*,Male,0,1902,40,United-States,>50K
26873,"[40, 80[", Private,227065,Higher education,10,Spouse present,*, Husband,*,Male,15024,0,32,United-States,>50K
26875,"[0, 40[", Private,209131,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26876,"[0, 40[", State-gov,400132,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26877,"[0, 40[", State-gov,278155,Higher education,13,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26880,"[40, 80[", Private,511068,Higher education,13,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
26883,"[0, 40[", Private,115700,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
26884,"[0, 40[", Private,167832,Secondary education,6,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26885,"[0, 40[", Private,218164,Secondary education,9,Spouse not present,*, Unmarried,*,Male,0,0,44,United-States,<=50K
26886,"[40, 80[", State-gov,171926,Higher education,15,Spouse present,*, Husband,*,Male,15024,0,50,United-States,>50K
26887,"[0, 40[", Self-emp-inc,242080,Higher education,15,Spouse present,*, Husband,*,Male,0,0,80,United-States,>50K
26889,"[40, 80[", Private,386773,Secondary education,9,Spouse present,*, Husband,*,Male,7298,0,40,United-States,>50K
26890,"[40, 80[", Self-emp-not-inc,105478,Higher education,13,Spouse present,*, Husband,*,Male,0,2415,40,United-States,>50K
26893,"[0, 40[", Private,216583,Higher education,13,Spouse present,*, Husband,*,Male,0,0,43,United-States,<=50K
26895,"[0, 40[", Local-gov,83671,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
26899,"[0, 40[", Self-emp-inc,312232,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
26903,"[40, 80[", Private,103345,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26904,"[0, 40[", Local-gov,150553,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,50,United-States,<=50K
26905,"[0, 40[", Private,26009,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,35,United-States,>50K
26906,"[40, 80[", Private,149388,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26907,"[0, 40[", Private,151626,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,45,United-States,<=50K
26908,"[0, 40[", Private,169583,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
26910,"[0, 40[", Private,160951,Secondary education,9,Spouse not present,*, Own-child,*,Male,2597,0,40,United-States,<=50K
26912,"[0, 40[", Self-emp-inc,103078,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26913,"[0, 40[", Local-gov,109526,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,38,United-States,<=50K
26915,"[0, 40[", State-gov,43475,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
26916,"[0, 40[", Private,190916,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
26917,"[0, 40[", Private,175987,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
26919,"[0, 40[", Private,192652,Higher education,13,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26921,"[0, 40[", Private,143857,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
26923,"[40, 80[", Private,310774,Higher education,15,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
26926,"[0, 40[", Private,312881,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26927,"[0, 40[", Private,175083,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,8,United-States,<=50K
26928,"[40, 80[", ?,132057,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,20,United-States,<=50K
26929,"[40, 80[", Private,32878,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
26930,"[0, 40[", Federal-gov,360527,Higher education,14,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26931,"[0, 40[", Private,99478,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26932,"[0, 40[", Private,113035,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26933,"[0, 40[", Federal-gov,99199,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,36,United-States,<=50K
26934,"[0, 40[", Local-gov,452640,Higher education,10,Spouse not present,*, Not-in-family,*,Male,14344,0,50,United-States,>50K
26936,"[40, 80[", Self-emp-inc,201865,Higher education,15,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
26937,"[0, 40[", Private,268661,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
26938,"[0, 40[", Federal-gov,475324,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26939,"[40, 80[", Private,117295,Secondary education,6,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26941,"[40, 80[", Private,192835,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26943,"[0, 40[", Local-gov,180686,Higher education,14,Spouse present,*, Husband,*,Male,0,1977,45,United-States,>50K
26944,"[0, 40[", Local-gov,133876,Secondary education,9,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,<=50K
26945,"[0, 40[", Private,123727,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
26946,"[40, 80[", Private,129956,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,48,United-States,>50K
26948,"[40, 80[", Private,317320,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
26949,"[0, 40[", Private,86872,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26955,"[0, 40[", Private,199170,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
26956,"[0, 40[", Private,470203,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
26959,"[0, 40[", State-gov,513416,Higher education,14,Spouse not present,*, Not-in-family,*,Male,0,0,10,United-States,<=50K
26961,"[40, 80[", Private,196107,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
26962,"[0, 40[", Private,108273,Secondary education,6,Spouse not present,*, Own-child,*,Female,0,0,12,United-States,<=50K
26965,"[0, 40[", Local-gov,412316,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26966,"[0, 40[", Private,120068,Secondary education,7,Spouse not present,*, Own-child,*,Male,0,0,17,United-States,<=50K
26967,"[40, 80[", Self-emp-inc,101722,Higher education,15,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
26968,"[0, 40[", Private,120268,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
26970,"[0, 40[", Private,271122,Secondary education,8,Spouse not present,*, Own-child,*,Female,0,0,16,United-States,<=50K
26971,"[0, 40[", Private,255621,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26973,"[40, 80[", Private,162745,Secondary education,9,Spouse present,*, Husband,*,Male,7298,0,50,United-States,>50K
26974,"[40, 80[", Private,128460,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,42,United-States,>50K
26976,"[0, 40[", Private,164585,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
26980,"[40, 80[", Private,421561,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
26981,"[40, 80[", Private,149909,Secondary education,9,Spouse present,*, Husband,*,Male,0,1848,40,United-States,>50K
26982,"[40, 80[", ?,240857,Higher education,13,Spouse present,*, Husband,*,Male,0,2377,40,United-States,>50K
26983,"[0, 40[", Self-emp-not-inc,138940,Higher education,13,Spouse present,*, Husband,*,Male,4386,0,50,United-States,>50K
26985,"[0, 40[", Private,103323,Higher education,10,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
26986,"[0, 40[", ?,117222,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
26987,"[0, 40[", State-gov,29145,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
26988,"[0, 40[", State-gov,184659,Secondary education,9,Spouse present,*, Husband,*,Male,0,1485,40,United-States,>50K
26989,"[40, 80[", Self-emp-not-inc,20795,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
26990,"[0, 40[", Private,311376,Higher education,11,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
26991,"[0, 40[", State-gov,122660,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
26992,"[0, 40[", ?,137578,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,16,United-States,<=50K
26994,"[0, 40[", Private,144556,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
26997,"[0, 40[", Private,243178,Higher education,13,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
26998,"[0, 40[", ?,236330,Higher education,10,Spouse not present,*, Own-child,*,Male,0,1721,20,United-States,<=50K
27003,"[40, 80[", Self-emp-inc,240504,Higher education,10,Spouse present,*, Husband,*,Male,0,0,70,United-States,>50K
27005,"[0, 40[", Private,144937,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,42,United-States,<=50K
27008,"[40, 80[", State-gov,150874,Higher education,14,Spouse not present,*, Unmarried,*,Female,1506,0,40,United-States,<=50K
27010,"[40, 80[", Self-emp-inc,188615,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
27011,"[0, 40[", Private,119704,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,35,United-States,<=50K
27012,"[0, 40[", Private,275190,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
27013,"[0, 40[", Private,417941,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
27014,"[0, 40[", State-gov,196348,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
27016,"[40, 80[", Private,173938,Higher education,13,Spouse present,*, Husband,*,Male,0,0,57,United-States,>50K
27018,"[40, 80[", ?,143732,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
27021,"[40, 80[", Private,357540,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,25,United-States,<=50K
27022,"[40, 80[", ?,29859,Secondary education,9,Spouse present,*, Husband,*,Male,0,1485,40,United-States,>50K
27023,"[40, 80[", Private,314092,Higher education,11,Spouse present,*, Husband,*,Male,0,1887,48,United-States,>50K
27025,"[0, 40[", Private,257380,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,35,United-States,<=50K
27027,"[0, 40[", Self-emp-not-inc,109001,Higher education,10,Spouse present,*, Husband,*,Male,0,0,35,United-States,<=50K
27030,"[0, 40[", Private,32950,Higher education,10,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,<=50K
27032,"[0, 40[", Private,188246,Higher education,13,Spouse present,*, Husband,*,Male,0,0,65,United-States,>50K
27037,"[0, 40[", Private,169426,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
27038,"[0, 40[", ?,330571,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,45,United-States,<=50K
27039,"[0, 40[", Private,535978,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
27044,"[0, 40[", Private,164197,Higher education,13,Spouse present,*, Husband,*,Male,0,0,44,United-States,>50K
27047,"[0, 40[", Private,160035,Higher education,10,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
27049,"[0, 40[", Self-emp-not-inc,140011,Higher education,15,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
27050,"[0, 40[", State-gov,271328,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,60,United-States,<=50K
27051,"[0, 40[", ?,183083,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
27052,"[40, 80[", Self-emp-not-inc,159869,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,56,United-States,>50K
27063,"[0, 40[", Private,298841,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
27065,"[0, 40[", Self-emp-not-inc,64875,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
27069,"[0, 40[", State-gov,192355,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
27071,"[0, 40[", Private,160120,Higher education,14,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
27074,"[40, 80[", Local-gov,255847,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
27076,"[40, 80[", Private,111979,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
27079,"[40, 80[", Federal-gov,30030,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
27082,"[0, 40[", Private,190777,Higher education,13,Spouse present,*, Husband,*,Male,0,0,55,United-States,<=50K
27084,"[0, 40[", Private,186733,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
27085,"[0, 40[", ?,78567,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,30,United-States,<=50K
27087,"[0, 40[", Local-gov,230912,Higher education,14,Spouse not present,*, Not-in-family,*,Female,4865,0,40,United-States,<=50K
27088,"[0, 40[", Private,176185,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,1741,40,United-States,<=50K
27090,"[0, 40[", Local-gov,205704,Higher education,14,Spouse not present,*, Not-in-family,*,Male,0,0,35,United-States,<=50K
27091,"[0, 40[", State-gov,24342,Higher education,10,Spouse present,*, Husband,*,Male,0,0,38,United-States,<=50K
27092,"[0, 40[", Private,138192,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
27093,"[0, 40[", Private,334676,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
27094,"[0, 40[", Private,177526,Higher education,11,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
27095,"[0, 40[", Private,152696,Secondary education,8,Spouse not present,*, Own-child,*,Female,0,0,30,United-States,<=50K
27099,"[40, 80[", Self-emp-not-inc,127921,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
27101,"[0, 40[", Federal-gov,182898,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
27102,"[40, 80[", Self-emp-not-inc,422249,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
27104,"[0, 40[", Local-gov,190027,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,18,United-States,<=50K
27105,"[40, 80[", Private,281647,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
27106,"[0, 40[", Private,117963,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
27108,"[0, 40[", Private,225504,Higher education,14,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
27112,"[40, 80[", Self-emp-inc,38240,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
27113,"[40, 80[", Self-emp-not-inc,27385,Higher education,13,Spouse present,*, Husband,*,Male,0,0,10,United-States,<=50K
27116,"[40, 80[", Private,221172,Higher education,13,Spouse present,*, Husband,*,Male,0,0,24,United-States,>50K
27117,"[40, 80[", Private,54190,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
27118,"[40, 80[", Private,93997,Higher education,13,Spouse present,*, Husband,*,Male,15024,0,45,United-States,>50K
27119,"[40, 80[", Local-gov,24139,Higher education,14,Spouse not present,*, Unmarried,*,Female,0,0,65,United-States,<=50K
27120,"[0, 40[", Private,112497,Higher education,15,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
27123,"[0, 40[", Private,199452,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
27124,"[40, 80[", Private,126677,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
27126,"[40, 80[", Local-gov,93618,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,33,United-States,<=50K
27127,"[0, 40[", Private,353352,Higher education,11,Spouse not present,*, Other-relative,*,Male,0,0,40,United-States,<=50K
27128,"[0, 40[", Private,143058,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
27130,"[0, 40[", Private,167615,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
27131,"[0, 40[", Private,442274,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
27132,"[40, 80[", Private,149210,Higher education,13,Spouse present,*, Husband,*,Male,7298,0,45,United-States,>50K
27134,"[40, 80[", State-gov,50093,Higher education,14,Spouse not present,*, Unmarried,*,Female,0,0,20,United-States,<=50K
27138,"[40, 80[", Self-emp-not-inc,341117,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,50,United-States,<=50K
27139,"[0, 40[", Private,108505,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,45,United-States,<=50K
27142,"[0, 40[", Private,24266,Higher education,11,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
27143,"[40, 80[", Private,267967,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
27146,"[0, 40[", Private,69757,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,60,United-States,<=50K
27147,"[40, 80[", State-gov,210094,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
27148,"[0, 40[", State-gov,389147,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
27149,"[40, 80[", Private,210648,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
27151,"[0, 40[", Local-gov,298717,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
27153,"[0, 40[", Private,170148,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,45,United-States,<=50K
27155,"[0, 40[", Private,247156,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
27156,"[0, 40[", Self-emp-not-inc,204052,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
27158,"[0, 40[", Private,180339,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,45,United-States,<=50K
27159,"[40, 80[", Self-emp-inc,155574,Higher education,14,Spouse present,*, Husband,*,Male,7298,0,50,United-States,>50K
27160,"[0, 40[", Private,114912,Higher education,13,Spouse present,*, Husband,*,Male,3103,0,60,United-States,>50K
27161,"[40, 80[", Private,193882,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
27162,"[0, 40[", Private,112269,Higher education,10,Spouse not present,*, Other-relative,*,Female,0,0,40,United-States,<=50K
27166,"[40, 80[", Self-emp-inc,125892,Higher education,14,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
27167,"[0, 40[", Private,721712,Secondary education,6,Spouse not present,*, Own-child,*,Male,0,0,15,United-States,<=50K
27169,"[0, 40[", Private,353795,Higher education,10,Spouse present,*, Wife,*,Female,3103,0,40,United-States,>50K
27171,"[0, 40[", Private,235853,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
27174,"[0, 40[", Self-emp-not-inc,62932,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
27175,"[0, 40[", Private,118551,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,80,United-States,<=50K
27176,"[40, 80[", Private,99184,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
27178,"[0, 40[", Private,226883,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
27181,"[0, 40[", Local-gov,268292,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
27182,"[40, 80[", Federal-gov,139290,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
27184,"[0, 40[", Private,203139,Higher education,10,Spouse not present,*, Other-relative,*,Female,0,0,40,United-States,<=50K
27185,"[0, 40[", Self-emp-not-inc,294398,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
27187,"[0, 40[", Private,369909,Secondary education,6,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
27188,"[40, 80[", Private,89922,Secondary education,9,Spouse present,*, Husband,*,Male,3103,0,45,United-States,>50K
27189,"[0, 40[", Private,176008,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
27190,"[40, 80[", State-gov,241506,Higher education,13,Spouse not present,*, Unmarried,*,Female,1506,0,36,United-States,<=50K
27194,"[40, 80[", Local-gov,134808,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
27195,"[40, 80[", Self-emp-not-inc,95763,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
27197,"[0, 40[", Private,222490,Higher education,11,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
27199,"[0, 40[", Private,66638,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,50,United-States,<=50K
27200,"[0, 40[", Private,53926,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
